ACCEPTED_TERMINATION_DATE|ACTION_OCCURRENCE_ID|ACTUAL_TERMINATION_DATE|ADJUSTED_SVC_DATE|BUSINESS_GROUP_ID|DATE_EMPLOYEE_DATA_VERIFIED|DATE_START|FAST_PATH_EMPLOYEE|LAST_WORKING_DATE|LEGAL_ENTITY_ID|LEGISLATION_CODE|NOTIFIED_TERMINATION_DATE|ON_MILITARY_SERVICE|ORIGINAL_DATE_OF_HIRE|PERIOD_OF_SERVICE_ID|PERIOD_TYPE|PERSON_ID|PRIMARY_FLAG|PROJECTED_TERMINATION_DATE|REHIRE_AUTHORIZOR|REHIRE_REASON|REHIRE_RECOMMENDATION|TERMINATION_ACCEPTED_PERSON_ID|WORKER_NUMBER|COMMENTS|REHIRE_AUTHORIZER_PERSON_ID|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|0|2000-07-18|2000-03-31|188772AEC11AAD11E053A647660A0CF2||2000-03-31|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-07-18|N|2000-03-31|PERIODKTG282|E|P3978671865|Y||||Y|||||WR|PKTG282::WR
|0|2001-06-18|2000-04-10|188772AEC11AAD11E053A647660A0CF2||2000-04-10|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-18|N|2000-04-10|PERIODKTG283|E|P3587982911|Y||||Y|||||WR|PKTG283::WR
|0|2001-03-06|2000-04-26|188772AEC11AAD11E053A647660A0CF2||2000-04-26|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-04-26|PERIODKTG284|E|P807763242|Y||||Y|||||WR|PKTG284::WR
|0|2000-12-11|2000-05-10|188772AEC11AAD11E053A647660A0CF2||2000-05-10|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-12-11|N|2000-05-10|PERIODKTG286|E|P987392471|Y||||Y|||||WR|PKTG286::WR
|0|2003-08-12|2000-05-22|188772AEC11AAD11E053A647660A0CF2||2000-05-22|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-08-12|N|2000-05-22|PERIODKTG287|E|P3565513518|Y||||Y|||||WR|PKTG287::WR
|0|2000-09-13|2000-05-23|188772AEC11AAD11E053A647660A0CF2||2000-05-23|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-09-13|N|2000-05-23|PERIODKTG288|E|P2947320680|Y||||Y|||||WR|PKTG288::WR
|0|2001-09-14|2000-05-29|188772AEC11AAD11E053A647660A0CF2||2000-05-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-09-14|N|2000-05-29|PERIODKTG271|E|P1806800269|Y||||Y|||||WR|PKTG271::WR
|0|2000-11-13|2000-05-29|188772AEC11AAD11E053A647660A0CF2||2000-05-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-11-13|N|2000-05-29|PERIODKTG289|E|P3672922075|Y||||Y|||||WR|PKTG289::WR
|0|2001-06-01|2000-05-29|188772AEC11AAD11E053A647660A0CF2||2000-05-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-01|N|2000-05-29|PERIODKTG290|E|P323526552|Y||||Y|||||WR|PKTG290::WR
|0|2000-12-07|2000-06-05|188772AEC11AAD11E053A647660A0CF2||2000-06-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-12-07|N|2000-06-05|PERIODKTG291|E|P2627110887|Y||||Y|||||WR|PKTG291::WR
|0|2001-06-25|2000-06-06|188772AEC11AAD11E053A647660A0CF2||2000-06-06|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-25|N|2000-06-06|PERIODKTG292|E|P464277458|Y||||Y|||||WR|PKTG292::WR
|0|2002-03-25|2000-06-08|188772AEC11AAD11E053A647660A0CF2||2000-06-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-25|N|2000-06-08|PERIODKTG293|E|P1263967522|Y||||Y|||||WR|PKTG293::WR
|0|2000-07-27|2000-06-08|188772AEC11AAD11E053A647660A0CF2||2000-06-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-07-27|N|2000-06-08|PERIODKTG294|E|P3133093862|Y||||Y|||||WR|PKTG294::WR
|0|2001-03-06|2000-06-08|188772AEC11AAD11E053A647660A0CF2||2000-06-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-06-08|PERIODKTG295|E|P1653764283|Y||||Y|||||WR|PKTG295::WR
|0|2001-04-26|2000-06-09|188772AEC11AAD11E053A647660A0CF2||2000-06-09|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-04-26|N|2000-06-09|PERIODKTG296|E|P1791786050|Y||||Y|||||WR|PKTG296::WR
|0|2000-11-30|2000-06-14|188772AEC11AAD11E053A647660A0CF2||2000-06-14|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-11-30|N|2000-06-14|PERIODKTG297|E|P4169222151|Y||||Y|||||WR|PKTG297::WR
|0|2000-10-02|2000-06-19|188772AEC11AAD11E053A647660A0CF2||2000-06-19|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-10-02|N|2000-06-19|PERIODKTG298|E|P2935889311|Y||||Y|||||WR|PKTG298::WR
|0|2001-04-26|2000-06-23|188772AEC11AAD11E053A647660A0CF2||2000-06-23|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-04-26|N|2000-06-23|PERIODKTG299|E|P1184421369|Y||||Y|||||WR|PKTG299::WR
|0|2003-05-21|2000-06-26|188772AEC11AAD11E053A647660A0CF2||2000-06-26|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-05-21|N|2000-06-26|PERIODKTG300|E|P3201090396|Y||||Y|||||WR|PKTG300::WR
|0|2000-11-13|2000-06-26|188772AEC11AAD11E053A647660A0CF2||2000-06-26|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-11-13|N|2000-06-26|PERIODKTG301|E|P2935032130|Y||||Y|||||WR|PKTG301::WR
|0|2000-11-13|2000-06-26|188772AEC11AAD11E053A647660A0CF2||2000-06-26|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-11-13|N|2000-06-26|PERIODKTG302|E|P4067212841|Y||||Y|||||WR|PKTG302::WR
|0|2001-03-06|2000-06-27|188772AEC11AAD11E053A647660A0CF2||2000-06-27|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-06-27|PERIODKTG303|E|P3502837462|Y||||Y|||||WR|PKTG303::WR
|0|2001-06-26|2000-06-28|188772AEC11AAD11E053A647660A0CF2||2000-06-28|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-26|N|2000-06-28|PERIODKTG304|E|P3906229320|Y||||Y|||||WR|PKTG304::WR
|0|2001-03-06|2000-06-29|188772AEC11AAD11E053A647660A0CF2||2000-06-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-06-29|PERIODKTG305|E|P2799973418|Y||||Y|||||WR|PKTG305::WR
|0|2000-09-08|2000-06-29|188772AEC11AAD11E053A647660A0CF2||2000-06-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-09-08|N|2000-06-29|PERIODKTG306|E|P1600214511|Y||||Y|||||WR|PKTG306::WR
|0|2000-07-11|2000-07-01|188772AEC11AAD11E053A647660A0CF2||2000-07-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-07-11|N|2000-07-01|PERIODKTG307|E|P2698398463|Y||||Y|||||WR|PKTG307::WR
|0|2001-03-06|2000-07-03|188772AEC11AAD11E053A647660A0CF2||2000-07-03|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-07-03|PERIODKTG308|E|P3982563770|Y||||Y|||||WR|PKTG308::WR
|0|2007-11-05|2000-07-03|188772AEC11AAD11E053A647660A0CF2||2000-07-03|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2007-11-05|N|2000-07-03|PERIODKTG326|E|P678800676|Y||||Y|||||WR|PKTG326::WR
|0|2000-09-13|2000-07-05|188772AEC11AAD11E053A647660A0CF2||2000-07-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-09-13|N|2000-07-05|PERIODKTG309|E|P4119297121|Y||||Y|||||WR|PKTG309::WR
|0|2000-07-18|2000-07-11|188772AEC11AAD11E053A647660A0CF2||2000-07-11|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-07-18|N|2000-07-11|PERIODKTG310|E|P3039975419|Y||||Y|||||WR|PKTG310::WR
|0|2001-06-18|2000-07-13|188772AEC11AAD11E053A647660A0CF2||2000-07-13|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-18|N|2000-07-13|PERIODKTG311|E|P314722925|Y||||Y|||||WR|PKTG311::WR
|0|2000-08-08|2000-07-18|188772AEC11AAD11E053A647660A0CF2||2000-07-18|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-08-08|N|2000-07-18|PERIODKTG312|E|P813234582|Y||||Y|||||WR|PKTG312::WR
|0|2001-06-18|2000-07-24|188772AEC11AAD11E053A647660A0CF2||2000-07-24|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-18|N|2000-07-24|PERIODKTG313|E|P3925209735|Y||||Y|||||WR|PKTG313::WR
|0|2001-01-30|2000-07-31|188772AEC11AAD11E053A647660A0CF2||2000-07-31|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-01-30|N|2000-07-31|PERIODKTG314|E|P3534406492|Y||||Y|||||WR|PKTG314::WR
|0|2001-03-06|2000-07-31|188772AEC11AAD11E053A647660A0CF2||2000-07-31|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-07-31|PERIODKTG315|E|P397672684|Y||||Y|||||WR|PKTG315::WR
|0|2003-05-23|2000-08-07|188772AEC11AAD11E053A647660A0CF2||2000-08-07|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-05-23|N|2000-08-07|PERIODKTG316|E|P3950040276|Y||||Y|||||WR|PKTG316::WR
|0|2000-12-01|2000-08-08|188772AEC11AAD11E053A647660A0CF2||2000-08-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-12-01|N|2000-08-08|PERIODKTG317|E|P308470462|Y||||Y|||||WR|PKTG317::WR
|0|2001-07-04|2000-08-08|188772AEC11AAD11E053A647660A0CF2||2000-08-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-04|N|2000-08-08|PERIODKTG318|E|P4021021381|Y||||Y|||||WR|PKTG318::WR
|0|2000-11-28|2000-08-14|188772AEC11AAD11E053A647660A0CF2||2000-08-14|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-11-28|N|2000-08-14|PERIODKTG319|E|P1451511409|Y||||Y|||||WR|PKTG319::WR
|0|2000-12-01|2000-08-28|188772AEC11AAD11E053A647660A0CF2||2000-08-28|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-12-01|N|2000-08-28|PERIODKTG320|E|P1884705212|Y||||Y|||||WR|PKTG320::WR
|0|2002-04-01|2000-08-28|188772AEC11AAD11E053A647660A0CF2||2000-08-28|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-01|N|2000-08-28|PERIODKTG321|E|P605457163|Y||||Y|||||WR|PKTG321::WR
|0|2001-07-23|2000-09-18|188772AEC11AAD11E053A647660A0CF2||2000-09-18|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-23|N|2000-09-18|PERIODKTG322|E|P1804568456|Y||||Y|||||WR|PKTG322::WR
|0|2000-12-19|2000-09-25|188772AEC11AAD11E053A647660A0CF2||2000-09-25|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2000-12-19|N|2000-09-25|PERIODKTG323|E|P992544461|Y||||Y|||||WR|PKTG323::WR
|0|2002-11-13|2000-10-02|188772AEC11AAD11E053A647660A0CF2||2000-10-02|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-11-13|N|2000-10-02|PERIODKTG324|E|P3401610883|Y||||Y|||||WR|PKTG324::WR
|0|2001-09-11|2000-10-03|188772AEC11AAD11E053A647660A0CF2||2000-10-03|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-09-11|N|2000-10-03|PERIODKTG325|E|P2278674108|Y||||Y|||||WR|PKTG325::WR
|0|2002-12-26|2000-10-24|188772AEC11AAD11E053A647660A0CF2||2000-10-24|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-12-26|N|2000-10-24|PERIODKTG327|E|P2694022577|Y||||Y|||||WR|PKTG327::WR
|0|2002-07-12|2000-11-01|188772AEC11AAD11E053A647660A0CF2||2000-11-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-07-12|N|2000-11-01|PERIODKTG328|E|P3612106551|Y||||Y|||||WR|PKTG328::WR
|0|2003-03-28|2000-11-01|188772AEC11AAD11E053A647660A0CF2||2000-11-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-03-28|N|2000-11-01|PERIODKTG329|E|P56145532|Y||||Y|||||WR|PKTG329::WR
|0|2001-06-01|2000-11-22|188772AEC11AAD11E053A647660A0CF2||2000-11-22|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-01|N|2000-11-22|PERIODKTG330|E|P3647153061|Y||||Y|||||WR|PKTG330::WR
|0|2001-08-13|2000-12-01|188772AEC11AAD11E053A647660A0CF2||2000-12-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-08-13|N|2000-12-01|PERIODKTG332|E|P538284785|Y||||Y|||||WR|PKTG332::WR
|0|2001-01-08|2000-12-01|188772AEC11AAD11E053A647660A0CF2||2000-12-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-01-08|N|2000-12-01|PERIODKTG334|E|P1043435853|Y||||Y|||||WR|PKTG334::WR
|0|2004-10-04|2000-12-01|188772AEC11AAD11E053A647660A0CF2||2000-12-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2004-10-04|N|2000-12-01|PERIODKTG335|E|P487480226|Y||||Y|||||WR|PKTG335::WR
|0|2001-03-06|2000-12-07|188772AEC11AAD11E053A647660A0CF2||2000-12-07|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-12-07|PERIODKTG333|E|P1662135739|Y||||Y|||||WR|PKTG333::WR
|0|2001-03-06|2000-12-11|188772AEC11AAD11E053A647660A0CF2||2000-12-11|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2000-12-11|PERIODKTG336|E|P675763895|Y||||Y|||||WR|PKTG336::WR
|0|2001-07-02|2000-12-11|188772AEC11AAD11E053A647660A0CF2||2000-12-11|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-02|N|2000-12-11|PERIODKTG337|E|P3916617059|Y||||Y|||||WR|PKTG337::WR
|0|2001-02-21|2000-12-12|188772AEC11AAD11E053A647660A0CF2||2000-12-12|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-02-21|N|2000-12-12|PERIODKTG338|E|P155989524|Y||||Y|||||WR|PKTG338::WR
|0|2002-03-29|2000-12-18|188772AEC11AAD11E053A647660A0CF2||2000-12-18|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-29|N|2000-12-18|PERIODKTG339|E|P987392471|Y||||Y|||||WR|PKTG339::WR
|0|2001-07-18|2001-01-03|188772AEC11AAD11E053A647660A0CF2||2001-01-03|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-18|N|2001-01-03|PERIODKTG340|E|P2516486983|Y||||Y|||||WR|PKTG340::WR
|0|2001-07-02|2001-01-08|188772AEC11AAD11E053A647660A0CF2||2001-01-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-02|N|2001-01-08|PERIODKTG341|E|P773264258|Y||||Y|||||WR|PKTG341::WR
|0|2002-03-25|2001-01-08|188772AEC11AAD11E053A647660A0CF2||2001-01-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-25|N|2001-01-08|PERIODKTG342|E|P1631593517|Y||||Y|||||WR|PKTG342::WR
|0|2001-06-18|2001-01-11|188772AEC11AAD11E053A647660A0CF2||2001-01-11|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-18|N|2001-01-11|PERIODKTG343|E|P3767004762|Y||||Y|||||WR|PKTG343::WR
|0|2002-09-02|2001-01-17|188772AEC11AAD11E053A647660A0CF2||2001-01-17|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-09-02|N|2001-01-17|PERIODKTG344|E|P4067212841|Y||||Y|||||WR|PKTG344::WR
|0|2001-06-01|2001-01-18|188772AEC11AAD11E053A647660A0CF2||2001-01-18|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-01|N|2001-01-18|PERIODKTG345|E|P3672922075|Y||||Y|||||WR|PKTG345::WR
|0|2006-08-03|2001-01-25|188772AEC11AAD11E053A647660A0CF2||2001-01-25|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2006-08-03|N|2001-01-25|PERIODKTG346|E|P1844215466|Y||||Y|||||WR|PKTG346::WR
|0|2001-03-06|2001-01-29|188772AEC11AAD11E053A647660A0CF2||2001-01-29|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2001-01-29|PERIODKTG347|E|P258405367|Y||||Y|||||WR|PKTG347::WR
|0|2003-03-28|2001-02-08|188772AEC11AAD11E053A647660A0CF2||2001-02-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-03-28|N|2001-02-08|PERIODKTG348|E|P2028040501|Y||||Y|||||WR|PKTG348::WR
|0|2001-03-06|2001-02-08|188772AEC11AAD11E053A647660A0CF2||2001-02-08|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-03-06|N|2001-02-08|PERIODKTG352|E|P2350956742|Y||||Y|||||WR|PKTG352::WR
|0|2001-11-14|2001-02-14|188772AEC11AAD11E053A647660A0CF2||2001-02-14|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-11-14|N|2001-02-14|PERIODKTG350|E|P1071676829|Y||||Y|||||WR|PKTG350::WR
|0|2001-09-20|2001-02-16|188772AEC11AAD11E053A647660A0CF2||2001-02-16|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-09-20|N|2001-02-16|PERIODKTG349|E|P269323907|Y||||Y|||||WR|PKTG349::WR
|0|2001-07-02|2001-02-21|188772AEC11AAD11E053A647660A0CF2||2001-02-21|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-02|N|2001-02-21|PERIODKTG351|E|P3002673552|Y||||Y|||||WR|PKTG351::WR
|0|2002-09-02|2001-03-01|188772AEC11AAD11E053A647660A0CF2||2001-03-01|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-09-02|N|2001-03-01|PERIODKTG363|E|P835192752|Y||||Y|||||WR|PKTG363::WR
|0|2002-04-19|2001-03-05|188772AEC11AAD11E053A647660A0CF2||2001-03-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-19|N|2001-03-05|PERIODKTG353|E|P1088236258|Y||||Y|||||WR|PKTG353::WR
|0|2001-09-14|2001-03-05|188772AEC11AAD11E053A647660A0CF2||2001-03-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-09-14|N|2001-03-05|PERIODKTG354|E|P4195146965|Y||||Y|||||WR|PKTG354::WR
|0|2003-03-28|2001-03-05|188772AEC11AAD11E053A647660A0CF2||2001-03-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2003-03-28|N|2001-03-05|PERIODKTG355|E|P2782507918|Y||||Y|||||WR|PKTG355::WR
|0|2002-04-09|2001-03-05|188772AEC11AAD11E053A647660A0CF2||2001-03-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-09|N|2001-03-05|PERIODKTG356|E|P265598609|Y||||Y|||||WR|PKTG356::WR
|0|2002-04-01|2001-03-06|188772AEC11AAD11E053A647660A0CF2||2001-03-06|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-01|N|2001-03-06|PERIODKTG357|E|P727275528|Y||||Y|||||WR|PKTG357::WR
|0|2002-04-30|2001-03-06|188772AEC11AAD11E053A647660A0CF2||2001-03-06|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-30|N|2001-03-06|PERIODKTG358|E|P1111101149|Y||||Y|||||WR|PKTG358::WR
|0|2001-06-14|2001-03-06|188772AEC11AAD11E053A647660A0CF2||2001-03-06|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-14|N|2001-03-06|PERIODKTG360|E|P704997056|Y||||Y|||||WR|PKTG360::WR
|0|2001-05-11|2001-03-06|188772AEC11AAD11E053A647660A0CF2||2001-03-06|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-05-11|N|2001-03-06|PERIODKTG361|E|P3645571868|Y||||Y|||||WR|PKTG361::WR
|0|2005-03-14|2001-03-13|188772AEC11AAD11E053A647660A0CF2||2001-03-13|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2005-03-14|N|2001-03-13|PERIODKTG359|E|P515615416|Y||||Y|||||WR|PKTG359::WR
|0|2002-03-26|2001-03-21|188772AEC11AAD11E053A647660A0CF2||2001-03-21|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-26|N|2001-03-21|PERIODKTG362|E|P1551379630|Y||||Y|||||WR|PKTG362::WR
|0|2002-03-26|2001-03-21|188772AEC11AAD11E053A647660A0CF2||2001-03-21|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-26|N|2001-03-21|PERIODKTG365|E|P508110241|Y||||Y|||||WR|PKTG365::WR
|0|2001-07-26|2001-03-26|188772AEC11AAD11E053A647660A0CF2||2001-03-26|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-26|N|2001-03-26|PERIODKTG364|E|P2226278880|Y||||Y|||||WR|PKTG364::WR
|0|2001-07-23|2001-03-27|188772AEC11AAD11E053A647660A0CF2||2001-03-27|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-07-23|N|2001-03-27|PERIODKTG366|E|P3925825418|Y||||Y|||||WR|PKTG366::WR
|0|2001-10-01|2001-04-02|188772AEC11AAD11E053A647660A0CF2||2001-04-02|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-10-01|N|2001-04-02|PERIODKTG367|E|P2935032130|Y||||Y|||||WR|PKTG367::WR
|0|2001-06-01|2001-04-02|188772AEC11AAD11E053A647660A0CF2||2001-04-02|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-06-01|N|2001-04-02|PERIODKTG372|E|P2844001644|Y||||Y|||||WR|PKTG372::WR
|0|2002-03-26|2001-04-02|188772AEC11AAD11E053A647660A0CF2||2001-04-02|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-26|N|2001-04-02|PERIODKTG374|E|P1730617297|Y||||Y|||||WR|PKTG374::WR
|0|2001-11-02|2001-04-05|188772AEC11AAD11E053A647660A0CF2||2001-04-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-11-02|N|2001-04-05|PERIODKTG368|E|P1956103377|Y||||Y|||||WR|PKTG368::WR
|0|2002-12-26|2001-04-05|188772AEC11AAD11E053A647660A0CF2||2001-04-05|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-12-26|N|2001-04-05|PERIODKTG369|E|P3650474852|Y||||Y|||||WR|PKTG369::WR
|0|2001-05-31|2001-04-21|188772AEC11AAD11E053A647660A0CF2||2001-04-21|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2001-05-31|N|2001-04-21|PERIODKTG380|E|P498705364|Y||||Y|||||WR|PKTG380::WR
|0|2002-03-26|2001-04-23|188772AEC11AAD11E053A647660A0CF2||2001-04-23|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-03-26|N|2001-04-23|PERIODKTG370|E|P3903672367|Y||||Y|||||WR|PKTG370::WR
|0|2002-04-26|2001-04-23|188772AEC11AAD11E053A647660A0CF2||2001-04-23|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-04-26|N|2001-04-23|PERIODKTG371|E|P3510198544|Y||||Y|||||WR|PKTG371::WR
|0|2002-01-07|2001-04-23|188772AEC11AAD11E053A647660A0CF2||2001-04-23|Y||188772AEC11BAD11E053A647660A0CF2|KZ|2002-01-07|N|2001-04-23|PERIODKTG373|E|P2073175789|Y||||Y|||||WR|PKTG373::WR
