ACTION_OCCURRENCE_ID|ASSIGNMENT_ID|ASSIGNMENT_SUPERVISOR_ID|BUSINESS_GROUP_ID|EFFECTIVE_END_DATE|EFFECTIVE_START_DATE|MANAGER_ASSIGNMENT_ID|MANAGER_ID|MANAGER_TYPE|PERSON_ID|PRIMARY_FLAG|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|ASSIGKTG8852|ASSIGKTG13831|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG13831|P2973612495|LINE_MANAGER|P4004322991|Y||
|ASSIGKTG13559|ASSIGKTG13831|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG13831|P2973612495|LINE_MANAGER|P3070971066|Y||
|ASSIGKTG13636|ASSIGKTG13831|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG13831|P2973612495|LINE_MANAGER|P1693661387|Y||
|ASSIGKTG16777|ASSIGKTG13831|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG13831|P2973612495|LINE_MANAGER|P4100667776|Y||
|ASSIGKTG12621|ASSIGKTG16299|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG16299|P3991082586|LINE_MANAGER|P634764680|Y||
|ASSIGKTG17866|ASSIGKTG16299|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/12|ASSIGKTG16299|P3991082586|LINE_MANAGER|P2131577985|Y||
|ASSIGKTG11990|ASSIGKTG16299|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG16299|P3991082586|LINE_MANAGER|P808380318|Y||
|ASSIGKTG17782|ASSIGKTG16299|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/24|ASSIGKTG16299|P3991082586|LINE_MANAGER|P175163087|Y||
|ASSIGKTG8835|ASSIGKTG17757|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17757|P53296655|LINE_MANAGER|P3100304564|Y||
|ASSIGKTG16407|ASSIGKTG17757|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17757|P53296655|LINE_MANAGER|P1014874551|Y||
|ASSIGKTG8936|ASSIGKTG17757|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17757|P53296655|LINE_MANAGER|P3243291184|Y||
|ASSIGKTG16434|ASSIGKTG17757|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17757|P53296655|LINE_MANAGER|P1297622579|Y||
|ASSIGKTG9251|ASSIGKTG17757|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17757|P53296655|LINE_MANAGER|P1436212630|Y||
|ASSIGKTG5276|ASSIGKTG18040|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG18040|P758705914|LINE_MANAGER|P2127429329|Y||
|ASSIGKTG9875|ASSIGKTG18040|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG18040|P758705914|LINE_MANAGER|P4264476422|Y||
|ASSIGKTG16395|ASSIGKTG18040|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG18040|P758705914|LINE_MANAGER|P1492996092|Y||
|ASSIGKTG8326|ASSIGKTG13263|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG13263|P2376913796|LINE_MANAGER|P2253791766|Y||
|ASSIGKTG16474|ASSIGKTG13263|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/06/05|ASSIGKTG13263|P2376913796|LINE_MANAGER|P122171046|Y||
|ASSIGKTG11006|ASSIGKTG17354|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17354|P1324825595|LINE_MANAGER|P1172596541|Y||
|ASSIGKTG6553|ASSIGKTG17354|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17354|P1324825595|LINE_MANAGER|P2722448552|Y||
|ASSIGKTG658|ASSIGKTG17354|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17354|P1324825595|LINE_MANAGER|P2720353584|Y||
|ASSIGKTG16298|ASSIGKTG17354|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17354|P1324825595|LINE_MANAGER|P762224661|Y||
|ASSIGKTG17919|ASSIGKTG17805|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/04/01|ASSIGKTG17805|P3023584499|LINE_MANAGER|P650077579|Y||
|ASSIGKTG17774|ASSIGKTG17249|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/24|ASSIGKTG17249|P2559979245|LINE_MANAGER|P516901827|Y||
|ASSIGKTG8861|ASSIGKTG17249|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17249|P2559979245|LINE_MANAGER|P2976895240|Y||
|ASSIGKTG14051|ASSIGKTG17249|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17249|P2559979245|LINE_MANAGER|P4178506740|Y||
|ASSIGKTG15182|ASSIGKTG17761|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17761|P2654486710|LINE_MANAGER|P652180001|Y||
|ASSIGKTG14547|ASSIGKTG17761|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17761|P2654486710|LINE_MANAGER|P1783451616|Y||
|ASSIGKTG8035|ASSIGKTG17562|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17562|P225319380|LINE_MANAGER|P602454168|Y||
|ASSIGKTG8956|ASSIGKTG17873|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17873|P3660536394|LINE_MANAGER|P439400573|Y||
|ASSIGKTG16401|ASSIGKTG17873|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17873|P3660536394|LINE_MANAGER|P1605931922|Y||
|ASSIGKTG17545|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/20|ASSIGKTG17437|P3452894311|LINE_MANAGER|P1140810817|Y||
|ASSIGKTG17544|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/20|ASSIGKTG17437|P3452894311|LINE_MANAGER|P2211408939|Y||
|ASSIGKTG11103|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/09|ASSIGKTG17437|P3452894311|LINE_MANAGER|P2345998950|Y||
|ASSIGKTG17949|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/04/07|ASSIGKTG17437|P3452894311|LINE_MANAGER|P1014286176|Y||
|ASSIGKTG18300|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/06/08|ASSIGKTG17437|P3452894311|LINE_MANAGER|P569877515|Y||
|ASSIGKTG10221|ASSIGKTG17437|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/23|ASSIGKTG17437|P3452894311|LINE_MANAGER|P815954843|Y||
|ASSIGKTG16465|ASSIGKTG17762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17762|P957939609|LINE_MANAGER|P1115198612|Y||
|ASSIGKTG15835|ASSIGKTG17762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17762|P957939609|LINE_MANAGER|P3420570598|Y||
|ASSIGKTG17874|ASSIGKTG17762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/30|ASSIGKTG17762|P957939609|LINE_MANAGER|P2752640863|Y||
|ASSIGKTG8432|ASSIGKTG17762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/23|ASSIGKTG17762|P957939609|LINE_MANAGER|P2665729759|Y||
|ASSIGKTG18018|ASSIGKTG17762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/04/21|ASSIGKTG17762|P957939609|LINE_MANAGER|P2581319870|Y||
|ASSIGKTGA208|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/27|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P3028380624|Y||
|ASSIGKTGA17003|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/05/22|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P2399098640|Y||
|ASSIGKTGA16800|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/10/31|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P3894810232|Y||
|ASSIGKTGA11523|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P2859112714|Y||
|ASSIGKTGA17547|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/05/25|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P362095773|Y||
|ASSIGKTG17266|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/17|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P1987093664|Y||
|ASSIGKTGA7668|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P1878964875|Y||
|ASSIGKTGA10023|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P1108429261|Y||
|ASSIGKTGA13956|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P1385116907|Y||
|ASSIGKTGA16864|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P1420527097|Y||
|ASSIGKTGA16838|ASSIGKTGA10451|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA10451|P2989753224|LINE_MANAGER|P4119861047|Y||
|ASSIGKTGA11934|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P3082852601|Y||
|ASSIGKTGA14848|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/07/02|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P1606940813|Y||
|ASSIGKTGA14931|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/07/22|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P2952260373|Y||
|ASSIGKTGA9462|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P311804799|Y||
|ASSIGKTGA16895|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/16|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P232622660|Y||
|ASSIGKTGA14847|ASSIGKTGA6215|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/09/16|ASSIGKTGA6215|P1210061264|LINE_MANAGER|P3127212432|Y||
|ASSIGKTGA17164|ASSIGKTGA9954|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/05|ASSIGKTGA9954|P783621516|LINE_MANAGER|P3755704660|Y||
|ASSIGKTGA16984|ASSIGKTGA9954|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/08|ASSIGKTGA9954|P783621516|LINE_MANAGER|P3512355029|Y||
|ASSIGKTGA14772|ASSIGKTGA9954|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/04|ASSIGKTGA9954|P783621516|LINE_MANAGER|P1021490633|Y||
|ASSIGKTGA6316|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/04|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P183172118|Y||
|ASSIGKTGA17197|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/26|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P3000001676|Y||
|ASSIGKTGA12064|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P817926523|Y||
|ASSIGKTGA313|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2011/08/01|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P2563153806|Y||
|ASSIGKTGA14761|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/02/03|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P3897796862|Y||
|ASSIGKTGA17389|ASSIGKTGA5130|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/11|ASSIGKTGA5130|P4294633769|LINE_MANAGER|P2090138600|Y||
|ASSIGKTGA15251|ASSIGKTGA14859|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/02|ASSIGKTGA14859|P791760306|LINE_MANAGER|P2556949248|Y||
|ASSIGKTGA16885|ASSIGKTGA14859|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/19|ASSIGKTGA14859|P791760306|LINE_MANAGER|P2555361632|Y||
|ASSIGKTGA14841|ASSIGKTGA14859|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/10|ASSIGKTGA14859|P791760306|LINE_MANAGER|P1620812655|Y||
|ASSIGKTGA14999|ASSIGKTGA14859|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/06/02|ASSIGKTGA14859|P791760306|LINE_MANAGER|P2946492300|Y||
|ASSIGKTGA15140|ASSIGKTGA17034|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/08/25|ASSIGKTGA17034|P826700741|LINE_MANAGER|P2604235610|Y||
|ASSIGKTGA299|ASSIGKTGA17034|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/10/02|ASSIGKTGA17034|P826700741|LINE_MANAGER|P2115116894|Y||
