TRANSFER||WT_ASSIG60|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-01-20|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD60|P60|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG60::WorkTerm
TRANSFER||WT_ASSIG50|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-01-20|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD50|P50|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG50::WorkTerm
TRANSFER||WT_ASSIG127|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-01-20|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD127|P127|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG127::WorkTerm
TRANSFER||WT_ASSIG53|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-02-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD53|P53|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG53::WorkTerm
TRANSFER||WT_ASSIG157|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-02-28|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD157|P157|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG157::WorkTerm
TRANSFER||WT_ASSIG130|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-02-28|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD130|P130|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG130::WorkTerm
TRANSFER||WT_ASSIG123|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-03-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD123|P123|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG123::WorkTerm
TRANSFER||WT_ASSIG43|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-03-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD43|P43|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG43::WorkTerm
TRANSFER||WT_ASSIG145|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-03-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD145|P145|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG145::WorkTerm
TRANSFER||WT_ASSIG144|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-04-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD144|P144|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG144::WorkTerm
TRANSFER||WT_ASSIG75|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-04-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD75|P75|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG75::WorkTerm
TRANSFER||WT_ASSIG106|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-05-12|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD106|P106|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG106::WorkTerm
TRANSFER||WT_ASSIG111|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-05-28|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD111|P111|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG111::WorkTerm
TRANSFER||WT_ASSIG106|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-06-02|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD106|P106|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG106::WorkTerm
TRANSFER||WT_ASSIG60|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-06-02|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD60|P60|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG60::WorkTerm
TRANSFER||WT_ASSIG140|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD140|P140|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG140::WorkTerm
TRANSFER||WT_ASSIG53|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD53|P53|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG53::WorkTerm
TRANSFER||WT_ASSIG102|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD102|P102|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG102::WorkTerm
TRANSFER||WT_ASSIG57|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD57|P57|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG57::WorkTerm
TRANSFER||WT_ASSIG123|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD123|P123|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG123::WorkTerm
TRANSFER||WT_ASSIG95|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD95|P95|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG95::WorkTerm
TRANSFER||WT_ASSIG130|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-15|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD130|P130|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG130::WorkTerm
TRANSFER||WT_ASSIG109|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD109|P109|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG109::WorkTerm
TRANSFER||WT_ASSIG117|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-07-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD117|P117|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG117::WorkTerm
